sample_id,location,adm_level,country,country_code,longitude,latitude,collection_context,date_of_collection,collection_method,dna_extraction_method,species,dna_concentration,sex_call,cohort,cohort_colour,coarse_cohort,coarse_cohort_colour,mitochondrial_id,3La,3Ra,3Rb,2Ra,2Rh
VBS24189,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,20.31,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,het,het,plus
VBS24190,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,11.55,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,minus,plus,het,plus,plus
VBS24191,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,15.27,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS24192,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,12.72,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,plus,plus,het,plus,plus
VBS24193,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,11.38,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,plus,plus,plus,plus,plus
VBS24194,Palmeiras,"Maputo, Manhica",Mozambique,MOZ,32.877,-25.265,Indoor,2018-02-01,manual aspiration(mouth aspiration),Buffer C + MinElute UF,Anopheles funestus sl,27.99,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,het,minus,plus,plus
VBS23999,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Nexttec, PicoPure",Anopheles funestus,2.298,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,minus,plus,plus
VBS24001,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Nexttec, PicoPure",Anopheles funestus,3.916,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,het,plus
VBS24004,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Nexttec, PicoPure",Anopheles funestus,11.288,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterA,plus,minus,het,het,plus
VBS24005,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Nexttec, PicoPure",Anopheles funestus,6.396,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS24007,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Nexttec, PicoPure",Anopheles funestus,8.655,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageII,plus,plus,plus,plus,plus
VBS24012,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Santos et al. 2018, MinElute PCR Purification Kit (catalog number 28004)",Anopheles funestus,7.7,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterB,het,minus,minus,plus,plus
VBS24015,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Santos et al. 2018, MinElute PCR Purification Kit (catalog number 28004)",Anopheles funestus,4.8,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,het,plus
VBS24020,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"Santos et al. 2018, G-Biosciences silica magnetic beads (786-915), Santos et al. 2018, MinElute 96 UF PCR purification",Anopheles funestus,4.2,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS24027,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"buffer A (Santos et al. 2018) RT, unpurified lysate",Anopheles funestus,4.308,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS24032,Minepa Village,"Morogoro Region, Ulanga",United Republic of Tanzania,TZA,36.681,-8.273,Indoor,2017-08-01,CDC Light Traps,"buffer A (Santos et al. 2018) 37C, unpurified lysate",Anopheles funestus,6.805,F,Tanzania_Morogoro-Region,#aec7e8,S_east,#1f77b4,funestus-lineageII,minus,het,het,het,plus
VBS24386,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,4.6,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,plus,het
VBS24389,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,8.6,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,het,plus
VBS24390,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,6.5,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS24391,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,9.9,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,minusplus,plus
VBS24393,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,4.3,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,het,plus
VBS24395,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,1.8,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,plus,minus
VBS24396,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,11.7,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,het,minus,plus
VBS24397,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,1.0,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,het,plus
VBS24398,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,9.8,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS24399,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,8.3,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,het,plus
VBS24400,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,9.7,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,het,het
VBS24401,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,6.1,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS24402,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,9.7,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,plus,minus,plus
VBS24403,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,1.1,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,plus,het
VBS24404,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,1.9,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,minus,plus
VBS24406,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,7.1,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS24407,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,13.9,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,het,plus,plus
VBS24408,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,7.5,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS24409,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,1.1,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,plus,minus,plus
VBS24410,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,4.6,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageII,minus,minus,minus,plusminus,het
VBS24411,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,7.1,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageII,minus,minus,minus,plusminus,plus
VBS24412,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,10.8,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,plusminus,plus
VBS24413,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,8.6,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,plus,minus,plus
VBS24414,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,9.6,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minusplus,het
VBS24416,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,2.8,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minusplus,het
VBS24417,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,1.7,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,het
VBS24418,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,0.9,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS24419,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,15.5,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,plus,het
VBS24420,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,11.0,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,plus,minus,plus
VBS24421,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,10.6,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,plus,plus,plus
VBS24423,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,15.3,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,plusminus,minus
VBS24424,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,13.3,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,minus,plus
VBS24425,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,11.9,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,minusplus,plus
VBS24426,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,5.1,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plusminus,plus
VBS24427,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,5.1,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageII,het,minus,het,plusminus,plus
VBS24428,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,6.5,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS24429,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,3.6,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,minus,plus
VBS24430,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,11.3,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plusminus,plus
VBS24431,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,9.4,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,plus,plus
VBS24432,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,2.4,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,het,plus
VBS24433,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,5.7,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,het,het,plus
VBS24434,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,19.3,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS24435,Watsa Moke,"Orientale, Haut-Uele",Democratic Republic of the Congo,COD,29.548,3.094,Indoor,2017-10-05,House searches,Buffer C + MinElute UF,Anopheles funestus,3.8,F,DRC_Haut-Uele,#e377c2,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS24488,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,3.2,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,minus,minus,plus,plus
VBS24489,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.9,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,minus,het,plus
VBS24492,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,6.4,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,plus,het,plus
VBS24493,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,4.4,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,minus,plus,het
VBS24494,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,7.1,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,minus,het,het
VBS24497,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,3.4,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,het,plus
VBS24498,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,3.6,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,minus,het,plus
VBS24499,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,11.4,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS24502,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.9,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,het,plus
VBS24505,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,3.1,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,plus,plus
VBS24506,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,6.0,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS24507,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,7.1,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,minus,plus,plus
VBS24509,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,7.5,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24510,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.0,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,minus,plus,plus
VBS24512,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,4.2,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,plus,plus,het
VBS24513,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,6.1,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS24514,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,2.5,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,plus,het,het,plus,plus
VBS24515,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.2,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS24516,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,2.7,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,plus,plus
VBS24517,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,3.2,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,minus,plus,plus
VBS24518,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,8.5,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,plus,het
VBS24519,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,6.6,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,minus,plus,plus
VBS24520,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,4.5,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS24521,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,3.0,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,minus,plus,plus
VBS24522,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.3,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS24523,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.0,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS24524,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,4.7,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,plus,plus,plus
VBS24525,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,4.1,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,het,plus,minus,plus,plus
VBS24527,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,1.6,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,minus,het,plus
VBS24528,Motinho,"Cabo Delgado Province, Palma",Mozambique,MOZ,40.594,-10.851,Unknown,2015-08-20,Human landing catches,Buffer C + MinElute UF,Anopheles funestus,4.4,F,Mozambique_Cabo-Delgado,#17becf,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,het,plus,plus
